row_id,engagement_score
89398,3.4383144
89399,3.0718093
89400,2.8846486
89401,3.6288524
89402,3.2249017
89403,4.2054214
89404,3.420288
89405,3.3682456
89406,3.5164719
89407,4.175503
89408,3.1827412
89409,4.0980735
89410,2.7709076
89411,3.68929
89412,3.7865605
89413,4.108986
89414,3.7252975
89415,2.6097245
89416,2.766938
89417,3.6636295
89418,3.0319695
89419,4.0751915
89420,2.162122
89421,3.4662218
89422,3.355928
89423,3.5768762
89424,3.6784368
89425,3.564187
89426,3.8999925
89427,3.0406075
89428,4.181536
89429,3.8279414
89430,3.8127294
89431,3.272108
89432,3.7570586
89433,4.1683025
89434,4.1668115
89435,2.668236
89436,2.3298178
89437,1.9885056
89438,3.5880222
89439,2.8815336
89440,4.176423
89441,2.5937824
89442,3.6462154
89443,3.0289574
89444,3.4281836
89445,4.3239417
89446,3.8684807
89447,2.782386
89448,3.2768617
89449,3.2493424
89450,3.0086217
89451,4.170558
89452,4.120169
89453,3.0271583
89454,2.8465097
89455,3.387125
89456,3.312869
89457,4.0374827
89458,4.1783524
89459,2.7761674
89460,3.6584501
89461,3.5450492
89462,3.9576025
89463,2.8753264
89464,3.5858626
89465,3.1335487
89466,4.335315
89467,3.138112
89468,3.3449616
89469,2.679026
89470,2.1266606
89471,3.4532938
89472,4.0985284
89473,3.2297392
89474,3.089078
89475,3.6320071
89476,3.5164275
89477,3.137044
89478,3.024754
89479,3.123423
89480,3.821343
89481,3.6218266
89482,3.6901798
89483,3.7471418
89484,3.4549046
89485,3.715684
89486,4.117857
89487,4.0340414
89488,3.3938117
89489,3.8334532
89490,3.5200157
89491,3.2987485
89492,3.725512
89493,4.25736
89494,4.1361346
89495,3.7100916
89496,2.8000681
89497,2.8068101
89498,3.630434
89499,3.1848798
89500,3.2489567
89501,3.2823434
89502,2.4672124
89503,4.1040597
89504,3.041514
89505,4.1756983
89506,3.0952787
89507,4.080621
89508,3.5042505
89509,3.7978058
89510,3.9556384
89511,4.111966
89512,3.9961176
89513,4.065516
89514,3.732544
89515,3.7493315
89516,2.3790073
89517,3.5314174
89518,3.6864128
89519,3.8290324
89520,3.9102979
89521,4.077992
89522,3.0116854
89523,4.0528607
89524,3.7354765
89525,4.034856
89526,3.9614916
89527,3.0212607
89528,3.7066813
89529,3.315311
89530,3.8029532
89531,3.8172274
89532,3.8346906
89533,2.8905149
89534,3.572813
89535,3.7558236
89536,3.4916654
89537,3.541185
89538,3.29288
89539,2.0706983
89540,2.9291792
89541,3.452146
89542,3.7724743
89543,3.4957237
89544,4.0952277
89545,3.2021337
89546,4.123149
89547,4.2975054
89548,3.2622905
89549,3.070672
89550,3.7946482
89551,3.4829087
89552,2.979971
89553,3.7827282
89554,4.0910153
89555,3.578497
89556,3.390667
89557,3.0852742
89558,3.2251277
89559,3.1981626
89560,3.2895842
89561,4.2620387
89562,3.7268791
89563,3.850748
89564,3.6620622
89565,3.926888
89566,3.0866976
89567,2.9510815
89568,1.9114072
89569,3.9317975
89570,3.3847427
89571,3.8983502
89572,3.694415
89573,3.0024734
89574,3.7274919
89575,2.953416
89576,4.191773
89577,3.1601439
89578,4.058422
89579,4.157497
89580,4.156453
89581,4.2636814
89582,2.5878687
89583,3.814178
89584,2.5080009
89585,3.6100512
89586,3.528829
89587,4.046209
89588,3.7615566
89589,4.0178375
89590,3.9527516
89591,2.4579067
89592,3.2385826
89593,3.5667295
89594,3.5891104
89595,4.254477
89596,3.5118308
89597,4.1310472
89598,3.600184
89599,2.9460075
89600,2.7868266
89601,3.9425025
89602,4.145456
89603,3.5161505
89604,2.9977958
89605,2.4838402
89606,3.1817608
89607,2.77361
89608,4.278358
89609,3.9596272
89610,3.0056586
89611,3.2790442
89612,4.1481714
89613,3.9866238
89614,3.4718199
89615,3.4760456
89616,3.9027038
89617,3.6731148
89618,4.128861
89619,3.694871
89620,2.9091845
89621,3.49819
89622,3.6170478
89623,3.312868
89624,3.6800647
89625,3.845161
89626,3.911961
89627,3.3259735
89628,3.6780329
89629,3.6815057
89630,4.156575
89631,3.1568031
89632,3.6133618
89633,4.248469
89634,3.7215195
89635,3.0239935
89636,3.0871873
89637,4.1470094
89638,3.6102433
89639,3.8390584
89640,4.137106
89641,3.255404
89642,3.2966523
89643,3.8829026
89644,3.2793813
89645,3.5039215
89646,3.7255464
89647,4.2638335
89648,2.7466595
89649,3.2306175
89650,3.7110023
89651,3.0069704
89652,3.449915
89653,3.3241715
89654,3.1479397
89655,4.3725705
89656,4.035731
89657,3.2125354
89658,3.9635377
89659,3.769333
89660,4.1615176
89661,3.518621
89662,3.3902335
89663,3.867282
89664,3.9932437
89665,3.8762121
89666,3.7067013
89667,2.6970406
89668,3.8723884
89669,3.7030826
89670,4.30556
89671,3.0201325
89672,3.480836
89673,3.3924131
89674,2.689967
89675,3.6592875
89676,2.9361424
89677,4.264519
89678,3.9065828
89679,3.948236
89680,3.630415
89681,4.286586
89682,4.0314384
89683,4.001326
89684,3.8411598
89685,3.7453523
89686,4.0515013
89687,2.7879508
89688,2.3978775
89689,3.9142914
89690,3.034398
89691,3.5071082
89692,3.2552247
89693,4.1926622
89694,4.030314
89695,4.232545
89696,3.6026983
89697,3.509534
89698,3.6279402
89699,3.8901997
89700,2.8189936
89701,4.219029
89702,2.8470263
89703,3.60928
89704,4.2035117
89705,3.3357482
89706,2.5239325
89707,4.0914817
89708,3.6973567
89709,2.8251724
89710,2.9597878
89711,2.7535827
89712,4.506064
89713,3.3977213
89714,3.9564123
89715,3.004724
89716,3.525268
89717,2.9905515
89718,4.188673
89719,4.1662936
89720,2.9651983
89721,3.4055333
89722,3.9749465
89723,3.4139538
89724,2.640612
89725,3.8590155
89726,2.8065917
89727,3.28547
89728,3.4781556
89729,3.396727
89730,3.0387216
89731,4.095381
89732,2.939135
89733,3.3059201
89734,4.149823
89735,4.1222553
89736,3.560268
89737,3.2993307
89738,4.3582015
89739,3.6332893
89740,3.8667011
89741,3.4181595
89742,3.8214064
89743,3.1811752
89744,2.9873724
89745,4.1810045
89746,3.0099
89747,3.5172505
89748,1.7842505
89749,2.7334335
89750,3.6094208
89751,3.3316693
89752,4.1868844
89753,3.5048904
89754,4.0332346
89755,3.7482376
89756,4.2321076
89757,2.6326323
89758,4.354498
89759,3.7556334
89760,3.2990055
89761,3.6704159
89762,3.0172906
89763,3.2557416
89764,3.465819
89765,3.5011544
89766,2.689729
89767,3.6309624
89768,3.5949516
89769,4.195865
89770,2.196217
89771,4.6354594
89772,3.180951
89773,4.0989494
89774,4.590342
89775,3.9729156
89776,2.9827297
89777,4.1031165
89778,2.1485722
89779,3.919829
89780,3.6422915
89781,3.2904005
89782,4.1325865
89783,4.017352
89784,3.6630244
89785,3.928462
89786,4.130594
89787,3.7728982
89788,4.2337704
89789,4.276969
89790,3.4832344
89791,4.3349156
89792,3.5051012
89793,2.7807198
89794,3.2411141
89795,3.0168552
89796,2.0318768
89797,3.6472464
89798,3.6589537
89799,2.8229125
89800,3.0540762
89801,3.3899646
89802,3.5294528
89803,4.0225363
89804,2.7661638
89805,3.3674397
89806,4.3297896
89807,3.6740441
89808,3.8627157
89809,2.1991417
89810,3.4382706
89811,3.354683
89812,3.4480672
89813,3.7814865
89814,3.8574748
89815,2.6951628
89816,3.0224786
89817,3.979083
89818,3.451096
89819,2.9443798
89820,3.456615
89821,2.903836
89822,3.4381943
89823,3.38415
89824,3.500266
89825,4.421234
89826,4.042205
89827,4.0645947
89828,3.2452383
89829,3.2226148
89830,3.9895978
89831,4.2639647
89832,4.2579646
89833,3.9587097
89834,3.7869868
89835,3.4410114
89836,3.2742205
89837,3.0623064
89838,3.6353326
89839,4.339874
89840,3.3818517
89841,3.5991502
89842,3.2240248
89843,3.7745042
89844,3.655025
89845,3.852419
89846,3.864694
89847,2.4543583
89848,3.920776
89849,3.3773088
89850,3.2023935
89851,3.5638385
89852,2.9928164
89853,4.141208
89854,3.571795
89855,3.1183472
89856,3.6094232
89857,4.1526184
89858,3.7760859
89859,3.5863929
89860,3.339991
89861,4.1762714
89862,4.3878946
89863,4.166226
89864,2.4992905
89865,3.6717458
89866,3.8670416
89867,3.6587892
89868,4.103966
89869,2.67071
89870,3.7043405
89871,4.0859265
89872,4.0813937
89873,3.6813211
89874,3.3682714
89875,2.8216507
89876,3.9829593
89877,4.2018247
89878,4.092956
89879,3.9326024
89880,3.6429696
89881,3.3642464
89882,3.512557
89883,3.1885037
89884,3.445403
89885,4.0119834
89886,4.196402
89887,2.5802
89888,3.627984
89889,3.895381
89890,4.0121427
89891,4.017435
89892,3.5952935
89893,3.6729922
89894,4.0565147
89895,3.530171
89896,3.3273988
89897,3.3862805
89898,3.7845163
89899,4.0079293
89900,3.703765
89901,4.116855
89902,3.9887795
89903,4.2726083
89904,3.9008737
89905,3.5103736
89906,4.324465
89907,3.1478148
89908,3.5132494
89909,3.4860907
89910,2.8146024
89911,3.2029152
89912,4.0020537
89913,3.5318274
89914,4.288762
89915,4.047693
89916,3.653161
89917,2.633004
89918,3.2085862
89919,3.0046763
89920,3.9707704
89921,3.8376565
89922,3.3029046
89923,3.0970383
89924,3.9230924
89925,2.8574095
89926,3.9596424
89927,3.974968
89928,3.375836
89929,4.018429
89930,3.6251316
89931,3.9980917
89932,3.5390449
89933,3.301128
89934,2.6827369
89935,2.7514598
89936,3.4612322
89937,3.5380063
89938,2.533961
89939,3.9759336
89940,4.0816035
89941,3.6967592
89942,3.9769454
89943,2.4496906
89944,4.1401134
89945,3.7612476
89946,4.19436
89947,3.2122178
89948,3.1622577
89949,3.9595118
89950,3.752602
89951,4.0665517
89952,3.4427018
89953,3.8571663
89954,4.1353626
89955,3.7364702
89956,2.623284
89957,3.5416489
89958,3.8160067
89959,3.6860714
89960,2.9132411
89961,4.1339664
89962,3.408256
89963,3.8002362
89964,2.809552
89965,3.2767267
89966,4.3268204
89967,4.0869412
89968,3.6720314
89969,3.6377168
89970,3.3363357
89971,3.455937
89972,3.3084888
89973,4.2093906
89974,4.0962358
89975,3.6562848
89976,2.596815
89977,4.0793443
89978,3.570057
89979,3.431406
89980,3.554994
89981,3.5213923
89982,3.6987586
89983,3.4431753
89984,4.241605
89985,3.9085402
89986,2.830619
89987,4.0816574
89988,3.7062917
89989,4.4940033
89990,4.006244
89991,3.416101
89992,4.1109195
89993,3.959382
89994,3.9768953
89995,3.0463347
89996,4.180419
89997,4.339737
89998,3.724361
89999,2.820145
90000,3.6333904
90001,4.2256646
90002,4.0251694
90003,3.728456
90004,2.950462
90005,4.164409
90006,4.0823026
90007,3.982852
90008,2.6446037
90009,3.6777706
90010,3.0343256
90011,3.337798
90012,4.107856
90013,3.4823723
90014,3.0016527
90015,2.2477646
90016,4.1353207
90017,3.5240097
90018,3.0840974
90019,3.5870557
90020,3.5924206
90021,3.8195581
90022,3.129201
90023,4.306919
90024,2.4572575
90025,3.8220243
90026,3.5188432
90027,3.548428
90028,3.0542722
90029,4.184365
90030,2.8734858
90031,4.263278
90032,3.009128
90033,2.613301
90034,3.6007485
90035,3.5387473
90036,3.6661382
90037,4.032366
90038,3.9210877
90039,4.2987776
90040,2.9971628
90041,4.1061034
90042,2.7486134
90043,3.6410403
90044,3.336656
90045,3.674861
90046,3.600585
90047,3.4168358
90048,3.910061
90049,4.2040863
90050,3.8948398
90051,3.6664371
90052,4.0815187
90053,4.0323634
90054,3.8487291
90055,3.7081237
90056,3.268311
90057,3.6847253
90058,3.163446
90059,3.6346736
90060,3.657395
90061,2.905822
90062,3.7817078
90063,3.3411927
90064,4.086465
90065,3.7487926
90066,4.1531878
90067,4.46186
90068,3.1854968
90069,3.3280978
90070,3.7292094
90071,2.9256175
90072,2.5342028
90073,3.9110026
90074,3.645184
90075,3.0046172
90076,4.062575
90077,4.251801
90078,3.7693906
90079,4.402156
90080,2.5413532
90081,4.2536197
90082,3.8801723
90083,3.6271644
90084,3.9146767
90085,4.2048187
90086,3.892138
90087,3.5719051
90088,4.2149367
90089,3.3007393
90090,3.6041822
90091,3.4183412
90092,4.5994415
90093,4.322738
90094,3.4524946
90095,3.8028088
90096,3.2329636
90097,3.390314
90098,3.9071093
90099,3.619053
90100,2.9395764
90101,3.238337
90102,3.2865553
90103,3.936915
90104,3.7072597
90105,3.285211
90106,4.034395
90107,2.8802123
90108,3.7129946
90109,3.2011833
90110,3.7931657
90111,3.726262
90112,2.5009856
90113,3.244969
90114,2.5619028
90115,1.9915605
90116,4.0024104
90117,3.8817134
90118,3.1015964
90119,3.6634727
90120,3.581386
90121,4.0283685
90122,3.3281918
90123,3.6467476
90124,3.5880442
90125,4.055347
90126,3.2727027
90127,3.5757203
90128,3.569529
90129,3.8519454
90130,4.091367
90131,3.5491982
90132,3.5778217
90133,3.4832544
90134,3.0466704
90135,4.211036
90136,2.940274
90137,3.5358467
90138,3.119852
90139,4.3271747
90140,4.2510853
90141,2.7674716
90142,3.11798
90143,2.7602267
90144,4.0437946
90145,3.1043015
90146,3.628303
90147,3.7273207
90148,4.2167087
90149,3.0108824
90150,3.9413853
90151,4.108642
90152,3.913818
90153,4.020458
90154,3.0294456
90155,3.666026
90156,4.018232
90157,2.2973595
90158,3.6206985
90159,3.5516772
90160,4.164278
90161,2.4593074
90162,2.7535586
90163,3.2324977
90164,3.512115
90165,2.8564725
90166,3.178361
90167,4.341406
90168,3.150056
90169,4.2468204
90170,3.8891673
90171,3.943756
90172,3.8871174
90173,3.476725
90174,3.4811268
90175,3.569234
90176,2.9421237
90177,2.598249
90178,3.6563883
90179,2.69036
90180,4.1865535
90181,2.7385793
90182,3.9896283
90183,3.286254
90184,3.7330618
90185,3.176662
90186,3.5329351
90187,3.9162445
90188,3.4087572
90189,3.9391055
90190,3.9267693
90191,4.105906
90192,3.9527526
90193,3.3249164
90194,4.1040554
90195,3.0510244
90196,4.3163395
90197,3.4996634
90198,3.2188916
90199,3.4944935
90200,3.5502772
90201,4.036027
90202,3.32264
90203,3.833385
90204,2.9824805
90205,4.190309
90206,3.3914628
90207,3.3034043
90208,3.8455033
90209,3.7182584
90210,3.3557577
90211,4.242558
90212,3.7884178
90213,4.046607
90214,3.116179
90215,4.0333805
90216,2.8586779
90217,3.3139648
90218,3.7255778
90219,4.3311787
90220,3.141046
90221,4.1154923
90222,3.0740347
90223,3.261032
90224,3.8037949
90225,3.7892818
90226,3.3334455
90227,3.0028992
90228,2.5438294
90229,3.5297537
90230,3.0322523
90231,3.395894
90232,3.767311
90233,3.2123337
90234,3.970694
90235,4.1939597
90236,4.2489815
90237,3.2482982
90238,3.952023
90239,4.5161915
90240,3.4694233
90241,3.8451605
90242,3.7617836
90243,3.936027
90244,4.0059323
90245,3.9638743
90246,3.6485453
90247,2.9973311
90248,3.7654395
90249,3.7606268
90250,2.4874837
90251,4.049364
90252,2.82656
90253,4.304046
90254,3.1967716
90255,3.9508882
90256,3.1224566
90257,1.930732
90258,3.5447536
90259,3.0368204
90260,3.4014044
90261,4.02535
90262,3.4480433
90263,3.4876275
90264,3.123551
90265,3.4512963
90266,3.7451782
90267,4.19623
90268,3.312233
90269,2.5247931
90270,3.5785136
90271,3.3146706
90272,4.1533437
90273,2.6318123
90274,4.239492
90275,4.333958
90276,4.5151167
90277,4.07466
90278,2.5327904
90279,3.8196926
90280,2.811671
90281,4.1183295
90282,4.4277916
90283,3.374918
90284,3.334074
90285,3.4339395
90286,2.4633443
90287,2.9746704
90288,2.410989
90289,3.351089
90290,3.4319644
90291,3.4323516
90292,3.3651476
90293,3.0295205
90294,3.2701235
90295,3.5626855
90296,4.1568217
90297,2.323059
90298,4.2795887
90299,3.9157424
90300,2.6044714
90301,3.1478834
90302,4.146903
90303,4.359342
90304,3.4548264
90305,3.6149344
90306,3.855606
90307,4.1146626
90308,4.3068495
90309,4.1658187
90310,4.099221
90311,2.8074777
90312,3.692277
90313,4.0800595
90314,3.527224
90315,2.5376954
90316,2.6493025
90317,3.9160562
90318,3.2349076
90319,3.5369601
90320,3.5384245
90321,3.7433248
90322,4.0578747
90323,2.7589445
90324,3.2415595
90325,3.4135275
90326,4.010609
90327,3.6386414
90328,3.4949493
90329,3.8678293
90330,3.826415
90331,3.6638842
90332,4.2618294
90333,2.4207244
90334,4.033763
90335,4.0683985
90336,3.4274597
90337,3.6565685
90338,3.71354
90339,3.5359416
90340,3.7589135
90341,3.755618
90342,3.051776
90343,3.5836477
90344,3.732891
90345,3.7006493
90346,3.414712
90347,3.031652
90348,3.4197369
90349,2.751908
90350,3.1761246
90351,4.040231
90352,3.2218733
90353,3.111936
90354,4.014052
90355,3.0660787
90356,3.2317367
90357,4.1596866
90358,4.2204475
90359,2.7399046
90360,4.2492747
90361,3.8174558
90362,4.150801
90363,2.8256662
90364,3.3714418
90365,3.3147788
90366,2.546189
90367,4.554501
90368,2.9166288
90369,4.0413895
90370,3.2092285
90371,2.972367
90372,3.7011447
90373,3.2009492
90374,4.2299175
90375,3.0068717
90376,3.6546288
90377,3.491405
90378,3.9220057
90379,3.4646764
90380,3.9090705
90381,3.2935772
90382,2.9135716
90383,4.223175
90384,2.7099025
90385,3.2658906
90386,3.8325753
90387,3.4900928
90388,4.08789
90389,3.6119223
90390,3.881384
90391,3.8317552
90392,2.7934794
90393,4.238086
90394,2.803996
90395,3.4580045
90396,4.0229287
90397,3.9990706
90398,4.15312
90399,4.2337837
90400,3.509696
90401,3.174696
90402,3.3359742
90403,2.4855857
90404,3.7285814
90405,3.1929584
90406,3.2348056
90407,3.5157857
90408,4.2369637
90409,3.9098787
90410,3.1716204
90411,3.1473422
90412,3.9541774
90413,4.289345
90414,3.805376
90415,4.2364855
90416,2.4023623
90417,4.1839194
90418,2.8567264
90419,2.9824624
90420,2.8731275
90421,4.1078024
90422,3.5749536
90423,3.6041722
90424,3.3270793
90425,3.6556578
90426,3.1635914
90427,4.2227473
90428,3.4318252
90429,3.7711978
90430,3.8715448
90431,4.0885415
90432,3.6473022
90433,3.7850842
90434,4.665231
90435,3.851716
90436,3.495904
90437,2.9938848
90438,4.144286
90439,2.7946897
90440,3.3140998
90441,3.5209837
90442,4.1495337
90443,4.1019144
90444,3.3642678
90445,2.8839974
90446,4.1497808
90447,2.9599965
90448,4.0233502
90449,4.2661095
90450,2.488973
90451,3.6979542
90452,3.598825
90453,3.3303905
90454,3.7154207
90455,2.5272968
90456,3.9540124
90457,3.5722961
90458,3.5782223
90459,2.5590549
90460,3.725031
90461,4.340658
90462,4.199668
90463,2.5577662
90464,3.0943403
90465,3.730619
90466,2.7087958
90467,3.5967274
90468,3.570362
90469,2.906183
90470,3.754403
90471,3.708099
90472,3.6987128
90473,4.2284255
90474,4.4194493
90475,3.174086
90476,4.117036
90477,3.5612311
90478,3.3556623
90479,3.6800184
90480,3.5539927
90481,3.3700905
90482,3.486671
90483,4.32531
90484,3.0112562
90485,3.7307453
90486,3.7952251
90487,3.7908812
90488,3.5420384
90489,3.6745334
90490,4.126574
90491,2.5370255
90492,4.3725677
90493,4.3524666
90494,3.7508078
90495,3.6629968
90496,3.7128024
90497,3.4347386
90498,3.36031
90499,4.10642
90500,2.7046583
90501,3.7978983
90502,3.6674023
90503,3.9854465
90504,3.4730496
90505,3.193759
90506,3.7093453
90507,2.044687
90508,3.9262395
90509,3.9050822
90510,3.6046624
90511,3.3190746
90512,3.9913697
90513,2.357887
90514,3.4391418
90515,3.467052
90516,2.4340382
90517,3.4412756
90518,4.0966644
90519,2.9539788
90520,3.7427177
90521,3.6870317
90522,3.9369545
90523,2.6601968
90524,4.2440267
90525,3.2891493
90526,4.166308
90527,4.267919
90528,2.287647
90529,3.6630201
90530,4.088723
90531,2.837861
90532,4.2077637
90533,3.7829852
90534,2.9336526
90535,3.6763387
90536,3.9505982
90537,3.9590702
90538,3.3415432
90539,3.2636309
90540,4.0345774
90541,3.599568
90542,3.6899457
90543,4.08258
90544,3.80264
90545,3.537362
90546,4.120798
90547,3.256884
90548,3.4068146
90549,3.9211907
90550,3.4828587
90551,4.451663
90552,3.663587
90553,4.0273886
90554,2.9701393
90555,4.2083807
90556,2.5726688
90557,3.869296
90558,4.2594476
90559,3.5637803
90560,4.1089406
90561,3.5293016
90562,3.7952905
90563,3.8539262
90564,3.553238
90565,3.086216
90566,4.032635
90567,4.3432474
90568,3.9962034
90569,4.305369
90570,4.115275
90571,3.5375767
90572,4.091804
90573,3.1112037
90574,2.720861
90575,4.1289444
90576,4.312142
90577,3.4163237
90578,3.671319
90579,4.238923
90580,3.4080658
90581,2.6823788
90582,3.5618534
90583,3.117362
90584,2.5551198
90585,3.292715
90586,4.0387897
90587,3.1865616
90588,3.9824333
90589,3.4770894
90590,4.1524143
90591,3.3673887
90592,4.200997
90593,3.5840158
90594,3.7312288
90595,3.4154649
90596,4.5667925
90597,4.0924597
90598,3.5845108
90599,2.850612
90600,4.144634
90601,3.506475
90602,3.3892035
90603,3.7108226
90604,3.6912599
90605,2.519592
90606,4.044442
90607,4.1104994
90608,3.7560048
90609,3.179675
90610,4.111603
90611,3.664229
90612,3.4211416
90613,3.257897
90614,3.1093311
90615,2.024598
90616,3.3244767
90617,3.1543984
90618,2.314242
90619,2.1669278
90620,3.9825811
90621,4.0193844
90622,3.7273188
90623,3.4540386
90624,2.5101268
90625,2.975863
90626,4.4198036
90627,3.3559685
90628,3.611536
90629,3.9038343
90630,2.3920333
90631,3.647893
90632,3.4550676
90633,3.8515172
90634,3.4686966
90635,3.2132478
90636,3.9784179
90637,4.0219946
90638,3.3629832
90639,3.284831
90640,3.5586133
90641,4.269059
90642,2.192699
90643,3.2947435
90644,4.2656884
90645,3.6938381
90646,4.0995007
90647,2.718204
90648,3.5721016
90649,2.7747355
90650,3.2310414
90651,3.3452277
90652,4.504005
90653,4.120268
90654,3.493638
90655,3.6056733
90656,2.7101665
90657,3.0867577
90658,2.864688
90659,4.009575
90660,4.122458
90661,3.845758
90662,3.9096937
90663,3.7903705
90664,4.3771214
90665,3.0363088
90666,4.163197
90667,3.5139036
90668,4.3682485
90669,2.8206904
90670,3.458346
90671,3.6466384
90672,3.8952732
90673,4.011112
90674,4.0283456
90675,2.7164736
90676,3.3468542
90677,2.3538988
90678,3.676991
90679,4.29803
90680,3.18254
90681,4.0606422
90682,3.5507884
90683,4.060885
90684,2.4988825
90685,3.3113675
90686,3.6029458
90687,3.9429107
90688,3.2535505
90689,3.6571918
90690,3.8440213
90691,3.4946837
90692,3.6608658
90693,3.6462927
90694,3.989253
90695,3.9344296
90696,3.5571928
90697,2.944056
90698,2.9790454
90699,3.993185
90700,3.894339
90701,3.7016335
90702,2.9954069
90703,3.963542
90704,3.6813035
90705,3.6340413
90706,3.1636343
90707,3.672937
90708,4.0123496
90709,2.949783
90710,3.1052618
90711,3.4516091
90712,4.097184
90713,3.3872333
90714,3.4489207
90715,2.7546945
90716,3.0886598
90717,3.1577835
90718,3.006122
90719,3.9150987
90720,3.987821
90721,4.1433167
90722,4.0421357
90723,2.793009
90724,3.811154
90725,3.63931
90726,3.3190541
90727,3.8176188
90728,3.8474746
90729,3.6193876
90730,3.300601
90731,4.076149
90732,3.4956207
90733,3.3724713
90734,3.4830117
90735,4.025756
90736,3.290947
90737,3.3716903
90738,2.5153477
90739,4.07334
90740,2.7875626
90741,4.5572414
90742,3.6522694
90743,3.1205554
90744,4.1912646
90745,3.6430955
90746,2.837658
90747,3.312159
90748,3.6060653
90749,3.538856
90750,3.3696303
90751,3.758357
90752,2.6935272
90753,3.7349615
90754,2.7806652
90755,2.6260824
90756,3.220139
90757,3.3473082
90758,4.123431
90759,3.0699778
90760,3.899634
90761,3.1460986
90762,3.344396
90763,4.3023257
90764,3.470467
90765,4.0649705
90766,3.5315046
90767,3.1524076
90768,3.9308443
90769,3.3375049
90770,3.2530036
90771,3.2895632
90772,4.024932
90773,3.3623037
90774,4.1287403
90775,2.6136286
90776,3.7366233
90777,4.068553
90778,3.6112509
90779,3.7417054
90780,3.3265615
90781,3.1127305
90782,3.4871922
90783,3.7499828
90784,3.429286
90785,3.3417525
90786,3.559441
90787,4.1091886
90788,3.874731
90789,3.4898887
90790,3.4707294
90791,3.8883152
90792,3.3421311
90793,3.456326
90794,2.5608466
90795,4.122279
90796,3.2750783
90797,3.8484297
90798,2.975092
90799,3.734004
90800,3.845057
90801,3.296834
90802,3.180573
90803,3.034381
90804,3.7612286
90805,3.5370545
